"","date","count","","","","","","","","","","","","","","","","","","","","","","","","","","max","","","","","","","","","","","","","","","","","","","","","","","","","","min","","","","","","","","","","","","","","","","","","","","","","","","","","mean","","","","","","","","","","","","","","","","","","","","","","","","","","std","","","","","","","","","","","","","","","","","","","","","","","","",""
"457","8/10/2016","0","0","0","0","0","14","0","2","1","0","0","0","0","2","1","1","11","0","0","0","0","0","0","0","0","0","","","","","","79464","","","","","","","","","","","85417","","","","","","","","","","","","","","","2188","","","","","","","","","","","19646","","","","","","","","","","","","","","","32893.214285714","","","","","","","","","","","51314.363636364","","","","","","","","","","","","","","","28740.307174576","","","","","","","","","","","21092.438679644","","","","","","","","",""
"458","8/11/2016","0","0","0","0","0","14","0","2","8","0","0","0","0","2","9","0","17","0","0","0","0","0","0","0","0","0","","","","","","70459","","","70383","","","","","","70383","","83748","","","","","","","","","","","","","","","662","","","2063","","","","","","2063","","1994","","","","","","","","","","","","","","","31894","","","31379.75","","","","","","32369.555555556","","42815.294117647","","","","","","","","","","","","","","","26325.256442611","","","20997.87610178","","","","","","19864.90337323","","28812.346105369","","","","","","","","",""
"459","8/12/2016","2","0","0","0","0","33","0","5","20","0","0","0","0","5","20","0","19","0","0","0","0","0","0","0","0","0","","","","","","86178","","86327","72728","","","","","86327","72728","","79016","","","","","","","","","","","","","","","4976","","15592","13312","","","","","15592","13312","","4010","","","","","","","","","","","","","","","42824.939393939","","56209.6","40126.95","","","","","56209.4","40126.95","","40177.736842105","","","","","","","","","","","","","","","23308.980423245","","27615.081528035","19795.364844154","","","","","27614.989286617","19795.364844154","","23808.006804066","","","","","","","","",""
"460","8/13/2016","0","0","0","0","0","21","0","5","10","0","0","0","0","5","10","0","15","0","0","0","0","0","0","0","0","0","","","","","","76013","","76724","76394","","","","","76724","76394","","80411","","","","","","","","","","","","","","","2805","","5700","2758","","","","","5700","2758","","3846","","","","","","","","","","","","","","","47374.047619048","","43904.2","47112","","","","","43904.2","47112","","50906","","","","","","","","","","","","","","","22383.413768852","","27070.609546148","17916.667528682","","","","","27070.609546148","17916.667528682","","22442.223381067","","","","","","","","",""
"461","8/14/2016","1","0","0","0","0","17","0","4","11","0","0","0","0","4","11","0","13","0","0","4","0","0","0","0","0","0","","","","","","72611","","","64159","","","","","","64159","","80290","","","","","","","","","","","","","","","4196","","","26817","","","","","","26817","","3822","","","","","","","","","","","","","","","54799.529411765","","","56573.636363636","","","","","","56573.636363636","","35742.692307692","","","","","","","","","","","","","","","16304.006770261","","","11397.763633913","","","","","","11397.763633913","","20361.847961259","","","","","","","","",""
"462","8/15/2016","0","0","0","0","0","16","0","4","8","0","0","0","0","4","8","0","14","0","0","0","0","0","0","0","0","0","","","","","","85854","","","66794","","","","","","66794","","84222","","","","","","","","","","","","","","","5454","","","5433","","","","","","5433","","6706","","","","","","","","","","","","","","","47078.5","","","25304.25","","","","","","25304.25","","38259.785714286","","","","","","","","","","","","","","","25849.887004266","","","20073.676656258","","","","","","20073.676656258","","29116.928010982","","","","","","","","",""
"463","8/16/2016","0","0","0","0","1","28","0","4","15","0","0","0","0","4","15","0","15","0","0","3","0","0","0","0","0","0","","","","","","73682","","","73662","","","","","","73662","","75035","","","","","","","","","","","","","","","6746","","","12170","","","","","","12170","","5884","","","","","","","","","","","","","","","49620.75","","","53191.866666667","","","","","","53191.866666667","","33538.466666667","","","","","","","","","","","","","","","20162.110722517","","","20567.206046335","","","","","","20567.206046335","","19204.443053131","","","","","","","","",""
"464","8/17/2016","0","0","0","0","0","20","0","1","3","0","0","0","0","1","3","0","2","1","0","0","0","0","0","0","0","0","","","","","","84966","","","","","","","","","","","","","","","","","","","","","","","","","","21380","","","","","","","","","","","","","","","","","","","","","","","","","","49595.35","","","","","","","","","","","","","","","","","","","","","","","","","","22732.73991006","","","","","","","","","","","","","","","","","","","",""
"465","8/18/2016","0","0","0","0","0","34","0","8","17","0","0","0","0","8","17","0","7","0","0","1","0","0","0","0","0","0","","","","","","85774","","80613","77977","","","","","80613","77977","","77293","","","","","","","","","","","","","","","429","","41828","35801","","","","","41828","35801","","9121","","","","","","","","","","","","","","","58801.382352941","","66739.25","62188.058823529","","","","","66739.25","62188.058823529","","44464","","","","","","","","","","","","","","","23783.180421688","","11530.989968032","16662.774320587","","","","","11530.989968032","16662.774320587","","26125.08363623","","","","","","","","",""
"466","8/19/2016","0","0","0","0","0","47","0","3","16","0","0","0","0","3","17","31","12","0","0","2","0","0","0","0","0","0","","","","","","85848","","","67890","","","","","","67890","45163","69814","","","","","","","","","","","","","","","2481","","","2451","","","","","","2451","33656","16","","","","","","","","","","","","","","","35193.510638298","","","27405.5625","","","","","","26442.470588235","42322.064516129","46796.5","","","","","","","","","","","","","","","25109.162005195","","","21661.776205931","","","","","","21346.517201635","4747.2132803395","21179.13018001","","","","","","","","",""
"467","8/20/2016","0","0","0","0","0","31","0","5","8","0","1","0","1","5","8","6","15","0","0","3","0","0","0","0","0","0","","","","","","84270","","34005","82940","","","","","34005","82940","48230","76981","","","","","","","","","","","","","","","7755","","17642","17585","","","","","17642","17585","47459","9092","","","","","","","","","","","","","","","37877.290322581","","24757.8","41609","","","","","24757.8","41609","47830.5","42923.4","","","","","","","","","","","","","","","26776.972325979","","6496.6519223366","19546.852534359","","","","","6496.6519223366","19546.852534359","407.10428639355","20558.030209976","","","","","","","","",""
"468","8/21/2016","0","0","0","0","0","10","0","2","5","0","0","0","0","3","5","0","12","0","0","1","0","0","0","0","0","0","","","","","","85860","","","75916","","","","","","75916","","85306","","","","","","","","","","","","","","","3580","","","3563","","","","","","3563","","594","","","","","","","","","","","","","","","41144.7","","","37684.2","","","","","","37684.2","","55481.666666667","","","","","","","","","","","","","","","25681.163430075","","","25649.446791305","","","","","","25649.446791305","","21421.072022802","","","","","","","","",""
"469","8/22/2016","0","0","0","0","0","50","0","11","40","0","0","0","2","11","40","12","9","0","0","4","0","0","0","0","0","0","","","","","","83338","","68673","83377","","","","","68673","83377","73994","83360","","","","","","","","","","","","","","","1220","","2328","1704","","","","","2328","1704","66989","44764","","","","","","","","","","","","","","","31455.2","","37327.909090909","34160.35","","","","","37327.909090909","34160.35","73353","65843.222222222","","","","","","","","","","","","","","","21980.154153514","","21321.288738979","26333.471410755","","","","","21321.288738979","26333.471410755","2010.1153743459","13101.062197183","","","","","","","","",""
"470","8/23/2016","0","0","0","0","0","33","0","7","37","0","0","0","0","7","37","0","31","0","0","0","0","0","0","0","0","0","","","","","","86057","","86066","86097","","","","","86066","86097","","83658","","","","","","","","","","","","","","","4082","","3977","4335","","","","","3977","4335","","26013","","","","","","","","","","","","","","","44696.727272727","","38558.714285714","48920.108108108","","","","","38558.714285714","48920.108108108","","38731.225806452","","","","","","","","","","","","","","","25001.015288475","","36759.709097118","24210.893050884","","","","","36759.709097118","24210.893050884","","12790.788278314","","","","","","","","",""
"471","8/24/2016","0","0","0","0","0","10","0","4","6","0","0","0","1","4","6","3","19","0","0","3","0","0","0","0","0","0","","","","","","83483","","","22105","","","","","","22105","","69872","","","","","","","","","","","","","","","1314","","","1325","","","","","","1325","","30","","","","","","","","","","","","","","","22231.2","","","12849","","","","","","12849","","24145.684210526","","","","","","","","","","","","","","","25496.214777013","","","9263.2860044371","","","","","","9263.2860044371","","18657.778428707","","","","","","","","",""
"472","8/25/2016","0","0","0","0","0","19","0","3","11","0","0","0","0","3","12","0","41","0","0","3","0","0","0","0","0","0","","","","","","80469","","","71001","","","","","","71001","","65923","","","","","","","","","","","","","","","18211","","","5251","","","","","","5251","","52","","","","","","","","","","","","","","","46745.736842105","","","33376.636363636","","","","","","36388.166666667","","35174","","","","","","","","","","","","","","","17680.940189437","","","24212.09851819","","","","","","25333.066238823","","20507.143916206","","","","","","","","",""
"473","8/26/2016","0","0","0","0","0","11","0","2","2","0","0","0","0","2","2","9","15","0","0","7","0","0","0","0","0","0","","","","","","84172","","","","","","","","","","84386","66689","","","49261","","","","","","","","","","","","9128","","","","","","","","","","4132","8882","","","6714","","","","","","","","","","","","54975.727272727","","","","","","","","","","13115","34586.4","","","30652","","","","","","","","","","","","25378.72815604","","","","","","","","","","26726.658811943","22235.640087802","","","14510.889726914","","","","","",""
"474","8/27/2016","0","0","0","0","0","45","0","2","3","0","0","0","0","2","3","1","9","0","0","4","0","0","0","0","0","0","","","","","","85548","","","","","","","","","","","84778","","","","","","","","","","","","","","","737","","","","","","","","","","","40618","","","","","","","","","","","","","","","51052.866666667","","","","","","","","","","","63489.666666667","","","","","","","","","","","","","","","26640.222420584","","","","","","","","","","","13210.712319932","","","","","","","","",""
"475","8/28/2016","0","0","0","0","0","11","0","4","5","0","0","0","0","4","5","0","7","0","0","1","0","0","0","0","0","0","","","","","","84568","","","84553","","","","","","84553","","62983","","","","","","","","","","","","","","","465","","","3243","","","","","","3243","","13757","","","","","","","","","","","","","","","39575.090909091","","","59184.2","","","","","","59184.2","","35649.714285714","","","","","","","","","","","","","","","38852.530721832","","","36690.579025139","","","","","","36690.579025139","","18678.105210061","","","","","","","","",""
"476","8/29/2016","0","0","0","0","0","10","0","6","12","0","0","0","0","6","12","0","8","1","0","0","1","0","0","0","0","0","","","","","","75524","","80064","75525","","","","","80064","75525","","75248","","","","","","","","","","","","","","","48271","","3775","48256","","","","","3775","48256","","5031","","","","","","","","","","","","","","","63811.7","","44371.166666667","68696.166666667","","","","","44371.166666667","68696.166666667","","27597.5","","","","","","","","","","","","","","","13562.649290935","","24585.638778902","12309.833200504","","","","","24585.638778902","12309.833200504","","23781.579972744","","","","","","","","",""
"477","8/30/2016","4","364","0","0","0","7","0","1","3","0","0","0","0","1","3","0","44","0","0","1","0","0","0","0","0","0","","86018","","","","85992","","","","","","","","","","","82263","","","","","","","","","","","47746","","","","21593","","","","","","","","","","","1259","","","","","","","","","","","67997.747252747","","","","56570.714285714","","","","","","","","","","","51438.136363636","","","","","","","","","","","9326.8553307203","","","","21689.235522983","","","","","","","","","","","23723.751932365","","","","","","","","",""
"478","8/31/2016","0","6","0","0","0","4","0","2","2","0","0","0","0","2","2","4","27","0","0","2","0","0","0","0","0","0","","443","","","","","","","","","","","","","","","72615","","","","","","","","","","","262","","","","","","","","","","","","","","","380","","","","","","","","","","","329.16666666667","","","","","","","","","","","","","","","32152.962962963","","","","","","","","","","","71.90943378074","","","","","","","","","","","","","","","21441.350311743","","","","","","","","",""
"479","9/1/2016","0","0","0","0","0","6","0","3","5","0","0","0","0","3","5","0","20","0","0","0","0","0","0","0","0","0","","","","","","79856","","","75576","","","","","","75576","","82819","","","","","","","","","","","","","","","9648","","","9661","","","","","","9661","","2445","","","","","","","","","","","","","","","46534.833333333","","","47297","","","","","","47297","","34327.05","","","","","","","","","","","","","","","31894.29365524","","","27018.255485875","","","","","","27018.255485875","","23581.359590899","","","","","","","","",""
"480","9/2/2016","0","0","0","0","0","11","0","4","5","0","1","0","0","4","5","0","13","0","0","3","0","0","0","0","0","0","","","","","","78181","","","70688","","","","","","70688","","67033","","","","","","","","","","","","","","","4949","","","4915","","","","","","4915","","4611","","","","","","","","","","","","","","","40806.454545455","","","22606.4","","","","","","22606.4","","33113.923076923","","","","","","","","","","","","","","","23124.783879481","","","27094.630986599","","","","","","27094.630986599","","24656.287931822","","","","","","","","",""
"481","9/3/2016","1","0","0","0","0","14","0","3","11","0","0","0","0","5","11","0","22","0","0","0","0","0","0","0","0","0","","","","","","85736","","","85722","","","","","85746","85722","","85375","","","","","","","","","","","","","","","977","","","8338","","","","","28496","8338","","1452","","","","","","","","","","","","","","","55060.642857143","","","54276.272727273","","","","","71315.4","54276.272727273","","28587.045454545","","","","","","","","","","","","","","","30910.698390953","","","28500.457898395","","","","","24771.40733386","28500.457898395","","21646.869241306","","","","","","","","",""
"482","9/4/2016","1","1","0","0","0","15","0","6","16","0","0","0","0","6","16","0","15","0","0","2","0","0","0","0","0","0","","","","","","73325","","66777","73215","","","","","66777","73215","","81099","","","","","","","","","","","","","","","7210","","7267","7186","","","","","7267","7186","","57","","","","","","","","","","","","","","","46212.866666667","","24393.333333333","47465.125","","","","","24393.333333333","47465.125","","46567.666666667","","","","","","","","","","","","","","","22582.58771983","","26722.627764998","19640.837082891","","","","","26722.627764998","19640.837082891","","27096.104719173","","","","","","","","",""
"483","9/5/2016","2","0","0","0","0","28","0","5","25","0","0","0","0","6","26","0","13","0","0","0","0","0","0","0","0","0","","","","","","83403","","72651","86361","","","","","73166","86361","","83334","","","","","","","","","","","","","","","11531","","12055","11517","","","","","12055","11517","","14306","","","","","","","","","","","","","","","58426.714285714","","30056","59457.52","","","","","37241","60360.730769231","","47263.307692308","","","","","","","","","","","","","","","31457.029457432","","24287.820980895","29965.316138162","","","","","27958.253672216","29718.914792512","","27097.096100212","","","","","","","","",""
"484","9/6/2016","0","1","0","0","0","36","0","4","8","0","0","0","0","4","9","0","1","0","0","0","0","0","0","0","0","0","","","","","","67757","","","59316","","","","","","59316","","","","","","","","","","","","","","","","","478","","","458","","","","","","458","","","","","","","","","","","","","","","","","18425.527777778","","","24924.5","","","","","","22214.777777778","","","","","","","","","","","","","","","","","22189.1199703","","","24729.84281043","","","","","","24519.437910451","","","","","","","","","","",""
"485","9/7/2016","0","0","0","0","0","20","0","1","6","0","0","0","0","1","7","0","10","0","0","1","0","0","0","0","0","0","","","","","","84544","","","80871","","","","","","80871","","86021","","","","","","","","","","","","","","","10179","","","20114","","","","","","20114","","24373","","","","","","","","","","","","","","","47006.55","","","30296.166666667","","","","","","28842.571428571","","57358.6","","","","","","","","","","","","","","","31625.242838219","","","24776.569701366","","","","","","22942.447826806","","20311.334182339","","","","","","","","",""
"486","9/8/2016","0","0","0","0","0","8","0","2","4","0","0","0","0","2","4","0","23","0","0","0","0","0","0","0","0","0","","","","","","70811","","","","","","","","","","","85206","","","","","","","","","","","","","","","4652","","","","","","","","","","","220","","","","","","","","","","","","","","","38815.75","","","","","","","","","","","46940.652173913","","","","","","","","","","","","","","","26952.668374393","","","","","","","","","","","28705.516333353","","","","","","","","",""
"487","9/9/2016","0","0","0","0","0","6","0","2","4","0","0","0","0","2","4","0","15","0","0","0","0","0","0","0","0","0","","","","","","59249","","","","","","","","","","","85299","","","","","","","","","","","","","","","6677","","","","","","","","","","","4177","","","","","","","","","","","","","","","32256.666666667","","","","","","","","","","","44441.466666667","","","","","","","","","","","","","","","19412.39619075","","","","","","","","","","","29458.935057046","","","","","","","","",""
"488","9/10/2016","11","0","0","0","0","25","0","8","20","1","0","0","0","8","21","0","8","0","0","3","0","0","0","0","0","0","10062","","","","","77257","","63698","77116","","","","","63698","77116","","71700","","","","","","","","","","9858","","","","","5498","","9463","8955","","","","","9463","8955","","1735","","","","","","","","","","9930.3636363636","","","","","36239.56","","31972","25891.05","","","","","31972","25150.571428571","","32469.125","","","","","","","","","","52.989192723182","","","","","26320.780644895","","26838.802411008","24577.323965663","","","","","26838.802411008","24194.154034749","","25505.542918228","","","","","","","","",""
"489","9/11/2016","0","0","0","0","0","52","0","8","43","0","1","0","0","8","43","0","13","0","0","2","0","0","0","0","0","0","","","","","","78950","","78945","77407","","","","","78945","77406","","82971","","","","","","","","","","","","","","","20517","","20266","18426","","","","","20266","18426","","192","","","","","","","","","","","","","","","55083.269230769","","53399.875","54858.860465116","","","","","53399.75","54858.813953488","","37607","","","","","","","","","","","","","","","13814.344122467","","21259.412237793","15473.824676625","","","","","21259.357185215","15473.783346674","","31671.139720046","","","","","","","","",""
"490","9/12/2016","0","0","0","0","0","15","0","2","11","0","0","0","0","2","13","0","7","1","0","0","0","0","0","0","0","0","","","","","","79734","","","79748","","","","","","79748","","85720","","","","","","","","","","","","","","","3551","","","3033","","","","","","3033","","14269","","","","","","","","","","","","","","","34535.933333333","","","29563.363636364","","","","","","25629.538461538","","50306.285714286","","","","","","","","","","","","","","","24535.089622436","","","27590.146869028","","","","","","26954.627236078","","31665.761108355","","","","","","","","",""
"491","9/13/2016","0","0","0","0","0","19","0","3","22","0","0","0","1","3","22","0","30","0","0","0","0","0","0","0","0","0","","","","","","63066","","","63056","","","","","","63056","","83017","","","","","","","","","","","","","","","1177","","","1138","","","","","","1138","","7220","","","","","","","","","","","","","","","30170.526315789","","","27540.818181818","","","","","","27540.818181818","","54895.3","","","","","","","","","","","","","","","17389.185708264","","","16867.727737102","","","","","","16867.727737102","","19912.401024539","","","","","","","","",""
"492","9/14/2016","0","0","0","0","0","5","0","1","0","0","0","0","0","1","0","2","18","0","0","2","0","0","0","0","0","0","","","","","","62398","","","","","","","","","","","85942","","","","","","","","","","","","","","","26279","","","","","","","","","","","374","","","","","","","","","","","","","","","41415.8","","","","","","","","","","","40541.666666667","","","","","","","","","","","","","","","14772.321439097","","","","","","","","","","","27721.717163094","","","","","","","","",""
"493","9/15/2016","0","0","0","0","0","16","0","4","6","0","0","16","6","4","6","0","2","0","0","4","0","0","0","0","0","0","","","","","","83910","","","7802","","","82010","84375","","7802","","","","","","","","","","","","","","","","","4695","","","7703","","","26653","68035","","7703","","","","","","","","","","","","","","","","","18470.875","","","7726.1666666667","","","61439","77889","","7726.1666666667","","","","","","","","","","","","","","","","","22289.445148994","","","37.456196639096","","","13606.592740286","6094.3919466999","","37.456196639096","","","","","","","","","","",""
"494","9/16/2016","0","0","0","0","0","18","0","2","1","0","0","9","1","2","1","1","0","0","0","1","0","0","0","0","0","0","","","","","","84179","","","","","","68814","","","","","","","","","","","","","","","","","","","","18736","","","","","","4672","","","","","","","","","","","","","","","","","","","","56065.444444444","","","","","","31454.222222222","","","","","","","","","","","","","","","","","","","","20989.674619069","","","","","","20860.594417333","","","","","","","","","","","","","",""
"495","9/17/2016","0","0","0","0","0","8","0","2","0","0","0","4","0","2","0","0","0","0","0","2","0","0","0","0","0","0","","","","","","34568","","","","","","","","","","","","","","","","","","","","","","","","","","1178","","","","","","","","","","","","","","","","","","","","","","","","","","13220","","","","","","","","","","","","","","","","","","","","","","","","","","11495.127066967","","","","","","","","","","","","","","","","","","","",""
"496","9/18/2016","0","0","0","0","1","2","0","0","2","0","0","6","0","0","2","0","1","0","0","1","0","0","0","0","0","0","","","","","","","","","","","","79959","","","","","","","","","","","","","","","","","","","","","","","","","","4116","","","","","","","","","","","","","","","","","","","","","","","","","","34379.5","","","","","","","","","","","","","","","","","","","","","","","","","","24970.641399451","","","","","","","","","","","","","",""
"497","9/19/2016","0","0","0","0","0","14","0","3","0","0","0","3","0","3","0","3","2","0","0","1","0","0","0","0","0","0","","","","","","83892","","","","","","","","","","","","","","","","","","","","","","","","","","2956","","","","","","","","","","","","","","","","","","","","","","","","","","62387.571428571","","","","","","","","","","","","","","","","","","","","","","","","","","24881.015196065","","","","","","","","","","","","","","","","","","","",""
"498","9/20/2016","0","0","0","0","0","13","0","4","1","0","0","6","0","4","1","0","2","0","0","0","0","0","0","0","0","0","","","","","","76786","","","","","","86361","","","","","","","","","","","","","","","","","","","","6146","","","","","","229","","","","","","","","","","","","","","","","","","","","38963.307692308","","","","","","47421.833333333","","","","","","","","","","","","","","","","","","","","31252.866277577","","","","","","34433.522935748","","","","","","","","","","","","","",""
"499","9/21/2016","0","0","0","0","0","25","0","4","2","0","0","7","0","4","2","1","0","0","0","0","0","0","0","0","0","0","","","","","","81318","","","","","","82746","","","","","","","","","","","","","","","","","","","","3694","","","","","","12354","","","","","","","","","","","","","","","","","","","","39299.2","","","","","","32691.571428571","","","","","","","","","","","","","","","","","","","","29362.167719136","","","","","","24616.95727107","","","","","","","","","","","","","",""
"500","9/22/2016","0","0","0","0","0","23","0","2","3","1","0","9","0","3","5","2","0","0","0","0","0","0","0","0","0","0","","","","","","85123","","","","","","83179","","","20076","","","","","","","","","","","","","","","","","2231","","","","","","5411","","","14482","","","","","","","","","","","","","","","","","34500.391304348","","","","","","35289.333333333","","","16721.8","","","","","","","","","","","","","","","","","21265.620123782","","","","","","27780.849568543","","","3050.576289818","","","","","","","","","","",""
"501","9/23/2016","0","0","0","0","0","14","0","2","1","0","0","5","2","2","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","77359","","","","","","77200","","","","","","","","","","","","","","","","","","","","2120","","","","","","25311","","","","","","","","","","","","","","","","","","","","37375.214285714","","","","","","45341.6","","","","","","","","","","","","","","","","","","","","29720.738890231","","","","","","19175.557665945","","","","","","","","","","","","","",""
"502","9/24/2016","0","0","0","0","0","19","0","2","2","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","80989","","","","","","","","","","","","","","","","","","","","","","","","","","136","","","","","","","","","","","","","","","","","","","","","","","","","","38149.684210526","","","","","","","","","","","","","","","","","","","","","","","","","","27989.458698375","","","","","","","","","","","","","","","","","","","",""
"503","9/25/2016","0","0","0","0","0","10","0","2","7","0","0","3","0","2","7","1","1","0","0","2","0","0","0","0","0","0","","","","","","73949","","","72131","","","","","","72131","","","","","","","","","","","","","","","","","9314","","","22128","","","","","","22128","","","","","","","","","","","","","","","","","40684.4","","","50478.571428571","","","","","","50478.571428571","","","","","","","","","","","","","","","","","25678.027620689","","","15049.971006142","","","","","","15049.971006142","","","","","","","","","","",""
"504","9/26/2016","0","0","0","0","0","9","0","2","7","0","0","0","0","2","7","1","1","0","0","1","0","0","0","0","0","0","","","","","","76674","","","76660","","","","","","76660","","","","","","","","","","","","","","","","","29989","","","22341","","","","","","22341","","","","","","","","","","","","","","","","","56756.444444444","","","51381.142857143","","","","","","51381.142857143","","","","","","","","","","","","","","","","","19678.731425775","","","19497.919174693","","","","","","19497.919174693","","","","","","","","","","",""
"505","9/27/2016","0","7","0","0","0","7","0","2","4","0","0","0","0","2","4","0","2","0","0","3","0","0","0","0","0","0","","71719","","","","78618","","","","","","","","","","","","","","","","","","","","","","70273","","","","21404","","","","","","","","","","","","","","","","","","","","","","70536","","","","62734.285714286","","","","","","","","","","","","","","","","","","","","","","523.80148911587","","","","19437.084329654","","","","","","","","","","","","","","","","","","","",""
"506","9/28/2016","0","0","0","0","0","20","0","1","9","0","0","0","0","1","9","0","0","0","0","0","0","0","0","0","0","0","","","","","","83037","","","73578","","","","","","73578","","","","","","","","","","","","","","","","","9476","","","16745","","","","","","16745","","","","","","","","","","","","","","","","","53438.05","","","44875.777777778","","","","","","44875.777777778","","","","","","","","","","","","","","","","","26697.909672709","","","26603.180311655","","","","","","26603.180311655","","","","","","","","","","",""
"507","9/29/2016","0","0","0","0","0","20","0","2","5","0","1","0","0","2","6","0","1","0","0","4","0","0","0","0","0","0","","","","","","79502","","","73345","","","","","","73345","","","","","","","","","","","","","","","","","8943","","","11637","","","","","","11637","","","","","","","","","","","","","","","","","39719.85","","","35726.6","","","","","","32223.833333333","","","","","","","","","","","","","","","","","21678.696247153","","","24888.283835974","","","","","","23857.023782665","","","","","","","","","","",""
"508","9/30/2016","0","0","0","0","0","26","0","10","11","0","0","0","0","13","11","0","1","0","0","1","0","0","0","0","0","0","","","","","","78605","","69983","36252","","","","","69983","36252","","","","","","","","","","","","","","","","","7784","","14396","7707","","","","","14396","7707","","","","","","","","","","","","","","","","","37116.5","","27160.2","28394.545454545","","","","","29222.846153846","28394.545454545","","","","","","","","","","","","","","","","","20773.724030611","","17741.137391823","8988.5487411888","","","","","15856.865652067","8988.5487411888","","","","","","","","","","",""
"509","10/1/2016","0","0","0","0","0","4","0","2","3","0","0","0","0","2","3","1","2","0","0","2","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"510","10/2/2016","0","0","0","0","0","13","0","3","1","0","0","0","0","3","1","0","0","0","0","1","0","0","0","0","0","0","","","","","","83103","","","","","","","","","","","","","","","","","","","","","","","","","","9854","","","","","","","","","","","","","","","","","","","","","","","","","","57874.692307692","","","","","","","","","","","","","","","","","","","","","","","","","","25684.714671002","","","","","","","","","","","","","","","","","","","",""
"511","10/3/2016","0","0","0","0","0","15","0","1","11","0","0","0","0","1","11","5","10","0","0","2","0","0","0","0","0","0","","","","","","81188","","","83273","","","","","","83273","79772","81304","","","","","","","","","","","","","","","7097","","","21580","","","","","","21580","42551","11294","","","","","","","","","","","","","","","35137.866666667","","","39848.363636364","","","","","","39848.363636364","71355.6","57564.3","","","","","","","","","","","","","","","20816.840150179","","","19407.702127108","","","","","","19407.702127108","16127.522881708","24169.119682631","","","","","","","","",""
"512","10/4/2016","0","0","0","0","1","12","0","3","0","0","0","0","0","3","0","0","1","0","0","1","0","0","0","0","0","0","","","","","","85787","","","","","","","","","","","","","","","","","","","","","","","","","","784","","","","","","","","","","","","","","","","","","","","","","","","","","49823.416666667","","","","","","","","","","","","","","","","","","","","","","","","","","24976.890564383","","","","","","","","","","","","","","","","","","","",""
"513","10/5/2016","0","0","0","0","0","1","0","3","0","0","0","0","0","3","0","0","3","0","0","2","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"514","10/6/2016","0","0","0","0","0","9","0","3","0","0","0","0","0","3","0","0","4","0","0","0","0","0","0","0","0","0","","","","","","81494","","","","","","","","","","","","","","","","","","","","","","","","","","716","","","","","","","","","","","","","","","","","","","","","","","","","","31796.111111111","","","","","","","","","","","","","","","","","","","","","","","","","","26238.713137483","","","","","","","","","","","","","","","","","","","",""
"515","10/7/2016","0","0","0","0","0","1","0","1","4","0","0","0","0","1","4","0","3","0","0","0","2","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"516","10/8/2016","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","9","11","0","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","75779","75747","","","","","","","","","","","","","","","","","","","","","","","","","12450","8428","","","","","","","","","","","","","","","","","","","","","","","","","42176.777777778","48907.181818182","","","","","","","","","","","","","","","","","","","","","","","","","31177.555672221","27535.337665691","","","","","","","","",""
"517","10/9/2016","0","0","0","0","0","6","0","3","0","0","0","0","0","3","0","1","5","0","0","0","0","0","0","0","0","0","","","","","","75514","","","","","","","","","","","76430","","","","","","","","","","","","","","","485","","","","","","","","","","","27258","","","","","","","","","","","","","","","48307.166666667","","","","","","","","","","","45625.6","","","","","","","","","","","","","","","26231.854333361","","","","","","","","","","","19414.351773881","","","","","","","","",""
"518","10/10/2016","0","1","0","0","1","37","0","7","3","0","2","0","0","7","6","2","4","4","0","0","0","0","0","0","0","0","","","","","","83815","","83826","","","","","","83826","32290","","","","","","","","","","","","","","","","","15537","","15561","","","","","","15561","9748","","","","","","","","","","","","","","","","","46307.945945946","","27744.857142857","","","","","","27744.857142857","21808.5","","","","","","","","","","","","","","","","","23856.657645131","","25487.421704497","","","","","","25487.421704497","11257.281887738","","","","","","","","","","",""
"519","10/11/2016","0","0","0","0","0","32","0","1","0","0","0","0","0","1","0","1","12","0","0","2","0","0","0","0","0","0","","","","","","82939","","","","","","","","","","","79181","","","","","","","","","","","","","","","10183","","","","","","","","","","","7632","","","","","","","","","","","","","","","61372.84375","","","","","","","","","","","37158.5","","","","","","","","","","","","","","","19340.273269426","","","","","","","","","","","21843.036025658","","","","","","","","",""
"520","10/12/2016","0","0","0","0","0","27","0","3","1","1","0","0","3","3","1","0","0","0","0","1","0","0","0","0","0","0","","","","","","84458","","","","","","","","","","","","","","","","","","","","","","","","","","920","","","","","","","","","","","","","","","","","","","","","","","","","","53491.185185185","","","","","","","","","","","","","","","","","","","","","","","","","","24496.909178722","","","","","","","","","","","","","","","","","","","",""
